output,input,instruction,__split__,index,instruction_len_words,input_len_words,output_len_words,instruction_sents,input_sents,output_sents,instruction_readability,flagged_suicide_in_instruction,flagged_suicide_in_input,flagged_suicide_in_output,instr_emails,instr_phones,input_emails,input_phones,output_emails,output_phones,__split__
It sounds like you're going through a difficult time seeing your parents argue and fearing the possibility of their divorce. It's natural to feel scared and worried in this situation. I'd like to know if you have shared your feelings with anyone in your family or if there's a trusted adult you can talk to about your concerns.,My friends and people around me don't really see what goes on in our house. They think everything is perfect on the outside. My parents have been arguing a lot lately and I'm even scared that they might get a divorce like it happened with one of my friends. It's kind of scary.,"If you are a counsellor, please answer the questions based on the description of the patient.",train,7640,16,53,58,1,4,3,,False,False,False,[],[],[],[],[],[],train
"I sense that you've been experiencing a higher level of anxiety lately, and it's affecting various aspects of your life. Recognizing and acknowledging these feelings is an important first step. It's essential to remember that everyone experiences anxiety differently and at varying levels. Some days might feel manageable, while others might be overwhelming. I would like to know more about your experience, such as specific triggers or situations that cause you the most anxiety, and how often you're feeling this way in a typical week? Understanding the root of your anxiety can help us work through it together and develop coping strategies.","Lately, I've been feeling more anxious than usual. It's been about a month, and I just can't seem to shake this constant worry that's following me around. At work, I'm worrying about deadlines, even when I know I'm on track. When I'm home, I'm concerned about my family's health and other issues. It's strange because I've never been this anxious before. Most nights, I find it difficult to fall asleep, and when I finally do, I wake up several times throughout the night. Some days it's so bad that I have trouble concentrating on my tasks. But it's not always this bad, some days I'm okay, and I can handle everything fine.","If you are a counsellor, please answer the questions based on the description of the patient.",train,349,16,112,102,1,8,6,,False,False,False,[],[],[],[],[],[],train
"It's understandable that you feel left out when your friends participate in activities without you, and it's natural to question the relationship. However, it's also possible that they assume you might not be interested or have your reasons for not attending. Have you tried reaching out to them about your feelings and discussing the situation with them?","I feel left out because my friends are going to weight watchers without me, and they never ask about what I'm doing. This makes me think it must be true that they don't care about me.","If you are a counsellor, please answer the questions based on the description of the patient.",train,828,16,36,57,1,2,3,,False,False,False,[],[],[],[],[],[],train
"I understand that breakups can be very challenging and it's completely natural to feel nervous in a counseling session. As your counsellor, I'm here to help you navigate through this difficult time. Let's start by discussing your emotions and thoughts since the breakup to better understand your experience, and then we'll explore the next steps and coping strategies to help you move forward.",I recently broke up with my boyfriend of three years and I've been having a really difficult time dealing with that. I'm feeling nervous because I'm not used to being in counseling. I need help to figure out where I can go from here.,"If you are a counsellor, please answer the questions based on the description of the patient.",train,4139,16,44,63,1,3,3,,False,False,False,[],[],[],[],[],[],train
"It's important to acknowledge that anger isn't improving your situation. Instead of focusing on the wrongdoings of others, consider if it's worth investing your time and effort in being the 'manners police.' Redirect your energy towards more productive and positive aspects of your life, and question whether holding onto this anger is truly beneficial to you.","I've been struggling with anger lately and it's not helping me at all. When people wrong me, I can't help but focus on the negative and it's consuming my time and energy.","If you are a counsellor, please answer the questions based on the description of the patient.",train,2543,16,32,57,1,2,3,,False,False,False,[],[],[],[],[],[],train
It's understandable that these feelings of anger and frustration are causing you discomfort. It's important to address and work through these emotions rather than avoiding therapy. Can you share more about what might be triggering this increase in anger so we can better understand and help you work towards resolving it?,"I've been feeling more angry and mad recently, and it's becoming quite uncomfortable for me. I even thought about dropping out of psychotherapy because of these feelings.","If you are a counsellor, please answer the questions based on the description of the patient.",train,1883,16,27,51,1,2,3,,False,False,False,[],[],[],[],[],[],train
"It's understandable that you're concerned about expressing your anger, especially during a transitional time. However, keeping your emotions bottled up can create resentment and other issues in the relationship. Instead of avoiding the topic, consider finding a calm and respectful way to share your feelings. Remember, clear communication is key for a healthy relationship. What specific aspect of this situation makes you most anxious?","I'm having trouble communicating my anger directly to someone. I don't know what will happen if I do that. We're in a tricky transition period right now, making big decisions about our future, and I'm worried about how he might react.","If you are a counsellor, please answer the questions based on the description of the patient.",train,7759,16,41,64,1,3,5,,False,False,False,[],[],[],[],[],[],train
"It sounds like you began using substances to cope with stress and anxiety during your teenage years, and this coping mechanism continued into your university years. It's not uncommon for people to rely on substances to manage these feelings, but it seems that this method is no longer effective for you. Have you considered seeking healthier alternatives to manage your stress and anxiety, such as therapy or meditation?","I started using drugs and alcohol during my teenage years, mostly on weekends, but it became more of a habit when I was 18 and started University. I was studying hard and feeling stressed, and found that these substances helped me relax and sleep at night. I have generally been an anxious person, and this has worked for me until recently. However, now it doesn't relax me as much as it used to and I'm not having a good time anymore.","If you are a counsellor, please answer the questions based on the description of the patient.",train,4902,16,81,68,1,4,3,,False,False,False,[],[],[],[],[],[],train
"It's great to see that you've made progress in various areas of your life by pushing your limits and overcoming fears. It's important to acknowledge these achievements and recognize their significance. Your therapy sessions seem to have adopted a more holistic approach, focusing on your personal growth and aspirations instead of just fixating on the eating disorder. Keep up the good work, and don't hesitate to reach out if you have any concerns or need further guidance.","Recently, I've been able to push back against my boss, set limits, and use my voice in different aspects of life like fighting perfectionism and overcoming fears. These fears include applying for a job, looking for an apartment, and even eating. All these achievements felt equally important to me. In therapy, we focused more on my aspirations and the person I wanted to be, rather than just discussing my eating disorder and its origins.","If you are a counsellor, please answer the questions based on the description of the patient.",train,1017,16,74,77,1,4,4,,False,False,False,[],[],[],[],[],[],train
"It's understandable that the uncertainty of your future without your loved one can be unsettling. Change may be an inevitable part of life, but that doesn't mean it's easy to accept. Let's explore what specific fears or worries you might have about your future, so we can better understand and address them. Can you tell me about any specific situations or locations you've imagined yourself in that make you feel uneasy?","When I think of the future, I feel scared because my loved one might not be there. I don't really see myself anywhere that makes me feel good. I'm not even sure if I see myself in the same place I'm living now.","If you are a counsellor, please answer the questions based on the description of the patient.",train,2651,16,43,71,1,3,4,,False,False,False,[],[],[],[],[],[],train
"As the counsellor, I understand that you are upset because of the fight you had at school while walking in the hallway. Can you please tell me a bit more about what specifically triggered the fight and how it affected you?","As the patient, I am upset because I got into a fight at school. I was walking in the hallway when it happened.","If you are a counsellor, please answer the questions based on the description of the patient.",train,7663,16,23,41,1,2,2,,False,False,False,[],[],[],[],[],[],train
It's great that you recognize that being overly critical of yourself may be causing some distress. Could you tell me more about the specific instances where you're critical of yourself? This will help us understand the situation better and explore ways to overcome this habit.,I feel that I shouldn't be so critical on myself.,"If you are a counsellor, please answer the questions based on the description of the patient.",train,6830,16,10,45,1,1,3,,False,False,False,[],[],[],[],[],[],train
"It sounds like you've made progress in finding balance within yourself. In Gestaltist terms, your inner polarity has transformed into parts, allowing both your strengths and weaknesses to coexist and be important to you. It's crucial for us to embrace all aspects of ourselves, like being both an elephant and a flea, instead of choosing just one.","I used to feel like there was a constant battle going on inside me, and I couldn't just be happy with how things were. But now, it feels like there's a consensus and I don't feel as embattled as I did before.","If you are a counsellor, please answer the questions based on the description of the patient.",train,8051,16,42,57,1,2,3,,False,False,False,[],[],[],[],[],[],train
"As a counsellor, I recognize that this is a difficult and concerning issue. I suggest that we need to have an open dialogue about the challenges that Arab-looking or Muslim-looking Americans face. As a community of diverse individuals in the mental health profession, it's important to begin healing each other, ourselves, and our communities as we navigate through these complex situations. It's essential to be empathetic and understanding, acknowledging the emotional needs of those affected by such incidents.","I'm struggling with the fear and trauma that Arab-looking or Muslim-looking individuals experience when being asked to step off of airplanes, and I'm wondering how we can come together as a community and heal from this situation.","If you are a counsellor, please answer the questions based on the description of the patient.",train,3862,16,39,80,1,1,4,,False,False,False,[],[],[],[],[],[],train
"It's important to recognize that you've made progress by attending counseling together, and you're now equipped with the tools to negotiate an effective conversation. Try to approach your partner in a compassionate manner and discuss how much you value their input and participation. Encourage them to share their thoughts and feelings openly during the sessions. You might also consider raising this concern with the counsellor, who can help facilitate a more effective communication between both of you.",I've recently begun attending counseling sessions with a partner who hasn't been participating actively in the process of forming a contract. It's making it difficult for us to navigate the sessions and communicate effectively. What can I do to make the session better?,"If you are a counsellor, please answer the questions based on the description of the patient.",train,533,16,43,77,1,3,4,,False,False,False,[],[],[],[],[],[],train
"It's understandable that you had a hard time having compassion for yourself in that situation. Experiencing something like a car break-in can be very distressing and overwhelming. It's important to acknowledge your feelings and be gentle with yourself during these times. As for your conversation with Noah, you might want to reflect on why you reacted that way and consider having an open and honest discussion with him about it. Can you identify any factors that led to your cynical reaction?","Sometimes, it's hard for me to have compassion for myself. The other day, when I was with Noah, our car got broken into and I was really upset. Later, I told him to go do something because I had an appointment with you. I even asked him if he was going to tell the doctor about what happened. I think my reaction was quite cynical.","If you are a counsellor, please answer the questions based on the description of the patient.",train,940,16,65,82,1,5,5,,False,False,False,[],[],[],[],[],[],train
"I understand your concerns about the time commitment. Let's start with a plan of 10 therapy sessions. We'll evaluate our progress during the 5th and 9th sessions, and if needed, we can make adjustments to the course of therapy. This approach allows us to work on your problems and break them into smaller pieces without the expectation of a lifetime commitment to therapy.","I've been having some issues, and I'm worried that therapy might take years and years. I'd like to know what you can do for me and if there's a specific plan or timeline we could follow.","If you are a counsellor, please answer the questions based on the description of the patient.",train,2406,16,36,63,1,2,4,,False,False,False,[],[],[],[],[],[],train
"It sounds like you're experiencing self-doubt and it's affecting various areas of your life, such as work and parenting. When you have the thought of making mistakes or not living up to your standards, it's natural to feel confused and worried. Can you identify any specific situations or triggers that cause these feelings of doubt, so we can explore them further and address the root cause?","I'm feeling confused and I'm second-guessing myself. I'm worried that I'm making mistakes in my work and not living up to my own standards, which also makes me question if I'm raising my children properly.","If you are a counsellor, please answer the questions based on the description of the patient.",train,2094,16,36,67,1,2,3,,False,False,False,[],[],[],[],[],[],train
"It's great that you've developed a good relationship with Nadia and have scheduled a family session. It's important to address her feelings and involve the family, as they play a key role in her recovery process. Remember to pace the sessions and not overwhelm the family with too many discussions at once. Focus on one issue at a time and ensure that Nadia feels heard and supported throughout the process.","I've been working with this amazing girl, Nadia. We have had a good start and she feels comfortable with me. I plan to continue seeing her and have told her about bringing the family together to discuss her issues. As I have a better understanding of the family situation, I'd like to schedule a family session next week and focus on Nadia's feelings. There are many issues to tackle, but I believe with practiced self-care skills, we can help her get back on track.","If you are a counsellor, please answer the questions based on the description of the patient.",train,6874,16,85,70,1,5,4,,False,False,False,[],[],[],[],[],[],train
"It's interesting how you mention feeling like you need to be near your boyfriend, and comparing it to an addiction. It's important to recognize that dependency may be unhealthy in a relationship, and it's essential to work on strengthening your own emotional well-being. What specific feelings do you notice when you say you want to be with your boyfriend?","I feel lonely even when I am with my friends, and it's worse when I'm with other people or men. I just want to be with my boyfriend, and although being with him doesn't exactly make me happy, it feels like I'm less alone. I feel like I need to be near him, almost like an addiction.","If you are a counsellor, please answer the questions based on the description of the patient.",train,2031,16,57,60,1,3,3,,False,False,False,[],[],[],[],[],[],train
It sounds like you have cherished memories of bonding with your father in the garden. It's interesting that you see this as a way for your father to reconnect with the past and his role as your teacher. Do you feel that this connection and his teaching approach have impacted your current perspective on the tradition in any way?,"I remember spending time with my father in the garden. We used to enjoy doing this activity together, and I thought it was just a fun bonding experience. I think for him, it might have been a way to revisit our past when I was 16 and he would teach me things.","If you are a counsellor, please answer the questions based on the description of the patient.",train,1606,16,52,59,1,3,3,,False,False,False,[],[],[],[],[],[],train
"It's normal for people to feel anxious in situations where they perceive themselves to be under evaluation, but it's important to remember that everyone makes judgments to some extent. The key is to focus on what you can control - your actions and preparation - rather than worrying about others' opinions. Instead of dwelling on those judgments, try to redirect your attention to the task at hand and remind yourself of your abilities. Also, consider seeking professional help or joining a support group to help you manage your anxiety.","I feel like when I'm in front of an audience or a group of people, I'm constantly being judged and evaluated, which makes me extremely anxious and worried.","If you are a counsellor, please answer the questions based on the description of the patient.",train,2899,16,28,87,1,1,4,,False,False,False,[],[],[],[],[],[],train
"It sounds like the situation of facing two reporting managers brought up feelings of insecurity and worry about doing something wrong, similar to a past experience in school. It's natural to feel this way in such scenarios. However, it's important to remember that the job role overlap might not necessarily imply any wrongdoing on your part. Can you think of any specific actions or behaviors that might have triggered these feelings?","I felt like a naughty school girl being called in front of the headmasters, like I did something wrong. It happened once in school and that's how it felt this time too. In the situation, there were two reporting managers due to an overlap in my job roles, but I still wonder what I've done wrong.","If you are a counsellor, please answer the questions based on the description of the patient.",train,2796,16,56,71,1,3,4,,False,False,False,[],[],[],[],[],[],train
"It's completely understandable to feel scared and concerned about the unknown, especially when changing environments and being responsible for others. It's important to remember that building relationships and support networks takes time, and as people have told you, the new environment is supportive and understanding. Perhaps focus on what you can proactively do to build connections and continue your personal growth. How do you usually handle new situations or adjust to unfamiliar environments?","I'm a little scared of being responsible for all these children and I don't have any significant relationships there yet, which concerns me as people and personal growth are very important to me. I've experienced tremendous growth in the past few years and I don't want it to stop. Although people promise me that the new place is supportive and understanding, I'm still worried as it's the unknown.","If you are a counsellor, please answer the questions based on the description of the patient.",train,6750,16,68,73,1,3,4,,False,False,False,[],[],[],[],[],[],train
I'm glad to hear that you find it nice to take a moment to just look at the ground and breathe. It's important to take time for ourselves and engage in activities that help us relax and be present. Consider incorporating mindfulness or meditation exercises in your daily routine to continue experiencing those benefits.,I feel a bit nice when I just look at the ground and breathe because it's something I don't really do and I never do it.,"If you are a counsellor, please answer the questions based on the description of the patient.",train,5809,16,26,54,1,1,3,,False,False,False,[],[],[],[],[],[],train
"I understand your sadness and it's completely natural to feel that way. I'm glad that our sessions have been helpful to you and that you felt understood. Acknowledging this sadness is a part of the process, and it's important for us to work towards having a good ending to our time together. Remember that the progress we made and the connection we had can't be taken away and will stay with you.","It is strange because I know we've only met four times, but I felt really sad because having somebody well I listen and there was something's that you said that had really shocked me as to how much I understood, you know you understood me and that… that was a real shock and this paused me really like that I thought somebody knew me. So I feel quite sad that you know it is going to end.","If you are a counsellor, please answer the questions based on the description of the patient.",train,811,16,77,72,1,2,4,,False,False,False,[],[],[],[],[],[],train
"It seems like you're hoping for some modifications in your partner's behavior, but you're not sure if the changes he's making are genuine. Do you think your expectations might be a little too high? It's also important to consider other factors that might be affecting his attempts to change.","I hope my partner can change, but I don't know. I feel like his attempts to change are just lip service. I keep asking him to do things, but it feels like nagging.","If you are a counsellor, please answer the questions based on the description of the patient.",train,5918,16,33,49,1,3,3,,False,False,False,[],[],[],[],[],[],train
It sounds like you feel a lot of pressure to succeed academically to honor your parents' hard work and dedication. This can be overwhelming at times. Can you tell me more about how you cope with this stress and what kind of support system you have in place?,"I feel stressed because my parents have worked so hard, 12 hours a day, six days a week, and they never wanted me to have that life. They just expect me to do well in school to give back for their sacrifices.","If you are a counsellor, please answer the questions based on the description of the patient.",train,4004,16,42,48,1,2,3,,False,False,False,[],[],[],[],[],[],train
"It's great to hear that you have a strong support system in place with your friends and family. In moments of loneliness or concern, remember that you can reach out to them for help. Also, it's beneficial to have connections like Timmy and Jim in Alaska. Stay in touch with them, and they may prove to be valuable resources as you adjust to your new environment. It's normal to feel overwhelmed at times, but remember that you're not alone.","I recently moved to Alaska and I'm feeling overwhelmed. But, I do have Charlene whom I live with, and she's been a good support. My other friends and family also seem to be rallying around me. But I'm still feeling anxious and lonely.","If you are a counsellor, please answer the questions based on the description of the patient.",train,3753,16,43,79,1,4,5,,False,False,False,[],[],[],[],[],[],train
"Thank you for sharing your experience with me. It's important that we explore your feelings and emotions further to understand the cause of your mood swings. Can you please tell me more about the severity of your symptoms during the high and low periods? And how frequent have these mood swings been occurring? Also, if you could provide more information about your sleep patterns and any changes in appetite during these periods, that would be helpful.","Lately, I've been experiencing some ups and downs in my mood. There are times when I feel really energetic and creative, like I could take on any challenge. During these high moments, I tend to make impulsive decisions and even started some new projects. But they don't last long, maybe a week or so. Then, I start to feel the complete opposite. I lose my motivation, feel sad, and have no interest in things I usually enjoy. This low period also only lasts a week. These mood swings have been affecting my relationships and work. What could be happening to me?","If you are a counsellor, please answer the questions based on the description of the patient.",train,315,16,101,76,1,9,5,,False,False,False,[],[],[],[],[],[],train
"I'm so impressed with your efforts to strengthen your relationships. It's important to work towards the values that matter to you, like building and maintaining meaningful connections with others. Keep up the good work and continue to take steps in this positive direction. If you have any concerns or questions, feel free to share them.","Lately, I've been trying to improve my relationships with people and have taken some steps in that direction. I had a conversation recently that went well, and I feel good about it.","If you are a counsellor, please answer the questions based on the description of the patient.",train,932,16,32,55,1,2,4,,False,False,False,[],[],[],[],[],[],train
"Thank you for sharing your feelings. As your counsellor, it's important for me to ensure that I provide a safe environment for our discussions and do not inadvertently cause any harm or discomfort. I appreciate your feedback, and I'm glad you felt comfortable during our session. Remember, you can always bring up any concerns or discomfort in future meetings if needed.","I had a conversation with my counsellor, and as we were ending the session, they asked me if they said anything that upset or hurt me during our talk. I told them that I was not bothered at all and felt very comfortable.","If you are a counsellor, please answer the questions based on the description of the patient.",train,5828,16,43,61,1,2,4,,False,False,False,[],[],[],[],[],[],train
"I understand that saying goodbyes can be difficult, and it's great to see that you've been working on preparing yourself mentally for this transition. It's really wise of you to take care of yourself in this way. I'm hopeful that our sessions together will have a lasting impact on your wellbeing, and that you'll be able to navigate the changes ahead with confidence. Remember, the growth and progress you've made during our time together is something you can always carry with you.","I think terminating and saying goodbyes are always hard things for me. I feel sad about it, but I've been able to work on preparing mentally for the loss of our counseling relationship. While I am more prepared than I was before, I still hope that the work we did here will make a difference for me and help my transition be a smooth one.","If you are a counsellor, please answer the questions based on the description of the patient.",train,3739,16,65,82,1,3,4,,False,False,False,[],[],[],[],[],[],train
"Thank you for sharing your experiences with me. It sounds like you are going through some challenging mood changes. It's important to track when these episodes happen, how long they last, and whether there is any possible trigger. Please continue to share more about your experiences and concerns so we can work together to better understand your situation and help you find coping strategies.","For the past few months, I've noticed that I have periods of feeling really low and lethargic, like I don't want to get out of bed. During these times, I lose interest in things I usually enjoy, and I feel hopeless and overwhelmed. However, these episodes are followed by times when I feel really good, full of energy and motivation. I can stay up all night working on projects and get a lot done. But my friends told me that my behavior is reckless, and I easily make impulsive decisions when I'm in this state. These mood swings happen every now and then, maybe several weeks in between.","If you are a counsellor, please answer the questions based on the description of the patient.",train,233,16,108,64,1,6,4,,False,False,False,[],[],[],[],[],[],train
